Memory Length,500,
Trigger Level,0.00V  ,
Source,CH1,
Vertical Position,0,
Vertical Offset,0,
Time Base,100us,
Volts,2V,
Probe,X 1,
Coupling,DC,
Horizontal View,Main,
Waveform Last Dot Address,500,
Horizontal,0.000 s ,
Time,24-May-24 12:15,
Sampling Period,4.000us,
Sampling Mode,Equivalent Time,
Waveform Data,
8,
4,
0,
-4,
-7,
-11,
-15,
-16,
-19,
-20,
-20,
-21,
-20,
-18,
-17,
-14,
-10,
-6,
-1,
2,
6,
10,
12,
15,
18,
19,
20,
23,
21,
21,
19,
15,
13,
9,
4,
1,
-3,
-7,
-10,
-13,
-16,
-18,
-20,
-21,
-21,
-21,
-19,
-17,
-14,
-11,
-6,
-2,
1,
6,
8,
12,
14,
16,
18,
20,
22,
21,
20,
19,
16,
13,
9,
5,
2,
-4,
-6,
-10,
-12,
-15,
-17,
-20,
-20,
-21,
-21,
-20,
-18,
-16,
-11,
-8,
-3,
0,
4,
8,
11,
14,
17,
18,
20,
21,
22,
21,
19,
17,
14,
11,
6,
2,
-2,
-6,
-9,
-12,
-15,
-17,
-19,
-20,
-22,
-21,
-21,
-19,
-16,
-12,
-9,
-4,
0,
4,
7,
10,
14,
16,
18,
20,
20,
21,
21,
20,
18,
15,
11,
7,
3,
-1,
-5,
-8,
-12,
-14,
-16,
-19,
-20,
-21,
-22,
-21,
-19,
-17,
-13,
-9,
-5,
-1,
3,
6,
9,
13,
15,
17,
19,
20,
21,
21,
19,
19,
15,
12,
7,
4,
-1,
-4,
-8,
-11,
-13,
-15,
-19,
-20,
-21,
-21,
-21,
-20,
-17,
-13,
-10,
-6,
-2,
2,
5,
9,
12,
14,
17,
18,
21,
21,
21,
20,
19,
16,
13,
8,
4,
0,
-4,
-8,
-10,
-13,
-16,
-18,
-20,
-21,
-22,
-21,
-20,
-18,
-14,
-12,
-7,
-3,
1,
4,
8,
12,
14,
17,
18,
21,
21,
20,
20,
19,
17,
13,
9,
5,
1,
-2,
-6,
-9,
-13,
-15,
-18,
-20,
-20,
-22,
-21,
-20,
-18,
-16,
-12,
-8,
-4,
0,
4,
8,
10,
13,
16,
18,
19,
21,
21,
21,
19,
17,
14,
10,
6,
2,
-1,
-5,
-9,
-12,
-15,
-17,
-19,
-21,
-21,
-22,
-21,
-19,
-16,
-13,
-10,
-5,
-1,
3,
7,
10,
14,
16,
18,
19,
20,
21,
21,
20,
17,
15,
11,
7,
4,
-1,
-4,
-8,
-11,
-14,
-16,
-19,
-20,
-21,
-23,
-22,
-19,
-15,
-14,
-10,
-6,
-2,
2,
5,
10,
12,
15,
18,
19,
20,
20,
21,
20,
18,
16,
12,
8,
4,
-1,
-4,
-7,
-11,
-14,
-17,
-18,
-20,
-21,
-21,
-21,
-19,
-18,
-14,
-11,
-7,
-2,
2,
5,
8,
12,
15,
17,
18,
20,
21,
21,
20,
17,
16,
13,
8,
5,
0,
-4,
-7,
-10,
-13,
-16,
-17,
-19,
-21,
-21,
-22,
-20,
-17,
-14,
-12,
-7,
-4,
1,
4,
8,
12,
14,
17,
18,
20,
21,
21,
20,
19,
17,
13,
9,
6,
1,
-2,
-6,
-10,
-13,
-15,
-17,
-19,
-20,
-21,
-21,
-20,
-18,
-15,
-12,
-8,
-5,
0,
4,
6,
10,
13,
16,
18,
19,
20,
21,
20,
19,
17,
14,
10,
7,
2,
-2,
-6,
-9,
-12,
-15,
-17,
-18,
-20,
-22,
-22,
-20,
-19,
-17,
-13,
-9,
-5,
-1,
3,
6,
10,
12,
16,
17,
19,
20,
21,
21,
19,
18,
15,
11,
7,
3,
-1,
-4,
-9,
-11,
-14,
-17,
-19,
-20,
-21,
-22,
-21,
-20,
-17,
-14,
-10,
-6,
-2,
2,
6,
9,
12,
14,
17,
19,
21,
21,
20,
20,
18,
15,
12,
8,
4,
