Memory Length,500,
Trigger Level,0.00V  ,
Source,CH1,
Vertical Position,0,
Vertical Offset,0,
Time Base,100us,
Volts,2V,
Probe,X 1,
Coupling,DC,
Horizontal View,Main,
Waveform Last Dot Address,500,
Horizontal,0.000 s ,
Time,24-May-24 12:14,
Sampling Period,4.000us,
Sampling Mode,Equivalent Time,
Waveform Data,
6,
11,
13,
16,
18,
21,
23,
25,
26,
27,
28,
27,
26,
24,
20,
17,
13,
9,
5,
2,
-3,
-6,
-9,
-12,
-15,
-18,
-20,
-21,
-24,
-24,
-26,
-26,
-26,
-26,
-22,
-19,
-16,
-13,
-9,
-6,
-1,
3,
6,
9,
12,
15,
17,
20,
23,
24,
26,
27,
27,
26,
25,
24,
20,
18,
13,
9,
6,
2,
-2,
-4,
-8,
-12,
-14,
-17,
-19,
-21,
-23,
-25,
-26,
-27,
-26,
-25,
-23,
-21,
-17,
-13,
-9,
-5,
-3,
1,
6,
9,
11,
14,
17,
20,
21,
23,
25,
26,
27,
27,
26,
23,
21,
18,
14,
11,
6,
3,
-1,
-4,
-8,
-11,
-14,
-16,
-18,
-20,
-22,
-25,
-25,
-27,
-26,
-24,
-24,
-21,
-19,
-14,
-11,
-7,
-3,
1,
4,
7,
11,
13,
17,
19,
21,
25,
25,
27,
27,
27,
26,
24,
22,
18,
15,
12,
7,
3,
0,
-3,
-7,
-11,
-13,
-16,
-19,
-20,
-23,
-25,
-25,
-26,
-26,
-26,
-25,
-22,
-19,
-16,
-12,
-7,
-3,
0,
4,
7,
11,
13,
15,
18,
20,
22,
25,
26,
26,
27,
26,
25,
22,
19,
16,
12,
8,
4,
0,
-4,
-7,
-10,
-12,
-15,
-18,
-20,
-22,
-23,
-25,
-26,
-27,
-26,
-25,
-22,
-20,
-16,
-13,
-8,
-6,
-1,
2,
6,
9,
13,
16,
17,
20,
21,
24,
26,
27,
26,
26,
25,
23,
20,
16,
12,
9,
6,
0,
-3,
-6,
-9,
-12,
-15,
-17,
-19,
-23,
-24,
-24,
-26,
-26,
-26,
-25,
-23,
-19,
-17,
-13,
-9,
-6,
-1,
3,
6,
9,
12,
15,
18,
19,
22,
23,
26,
26,
27,
27,
25,
24,
20,
16,
13,
9,
6,
1,
-2,
-5,
-8,
-13,
-14,
-17,
-19,
-21,
-24,
-25,
-27,
-26,
-26,
-26,
-24,
-21,
-17,
-14,
-10,
-6,
-3,
2,
4,
8,
11,
13,
16,
18,
21,
23,
24,
27,
27,
27,
25,
24,
21,
17,
14,
10,
6,
2,
-1,
-5,
-8,
-11,
-15,
-16,
-19,
-21,
-22,
-25,
-25,
-26,
-27,
-26,
-24,
-22,
-18,
-15,
-12,
-7,
-4,
0,
4,
8,
11,
14,
16,
18,
20,
22,
24,
26,
26,
26,
26,
24,
21,
19,
15,
10,
6,
4,
-1,
-5,
-7,
-11,
-13,
-16,
-19,
-21,
-22,
-25,
-27,
-26,
-26,
-26,
-25,
-22,
-19,
-16,
-12,
-8,
-4,
0,
3,
7,
10,
13,
15,
18,
20,
22,
24,
26,
27,
25,
25,
24,
21,
18,
15,
11,
8,
2,
0,
-3,
-6,
-11,
-14,
-15,
-19,
-20,
-22,
-24,
-26,
-27,
-27,
-27,
-25,
-22,
-19,
-16,
-13,
-9,
-5,
-1,
3,
6,
9,
12,
15,
18,
20,
21,
24,
25,
26,
27,
26,
25,
22,
19,
17,
12,
8,
4,
1,
-3,
-6,
-10,
-13,
-15,
-18,
-20,
-22,
-24,
-25,
-26,
-27,
-26,
-25,
-23,
-20,
-17,
-14,
-9,
-5,
-2,
2,
5,
9,
12,
15,
16,
19,
22,
23,
26,
26,
27,
27,
25,
24,
20,
16,
12,
9,
5,
2,
-2,
-5,
-9,
-12,
-15,
-17,
-20,
-21,
-23,
-25,
-26,
-27,
-27,
-25,
-24,
-21,
