Memory Length,500,
Trigger Level,0.00V  ,
Source,CH1,
Vertical Position,0,
Vertical Offset,0,
Time Base,100us,
Volts,2V,
Probe,X 1,
Coupling,DC,
Horizontal View,Main,
Waveform Last Dot Address,500,
Horizontal,0.000 s ,
Time,24-May-24 12:15,
Sampling Period,4.000us,
Sampling Mode,Equivalent Time,
Waveform Data,
-4,
-1,
3,
7,
11,
13,
16,
17,
18,
18,
17,
15,
12,
9,
4,
1,
-4,
-7,
-11,
-13,
-15,
-16,
-18,
-18,
-17,
-15,
-13,
-7,
-4,
0,
3,
7,
10,
14,
16,
18,
18,
18,
17,
15,
11,
8,
4,
0,
-4,
-8,
-11,
-14,
-16,
-18,
-17,
-18,
-17,
-14,
-12,
-8,
-3,
1,
5,
8,
10,
14,
16,
17,
18,
18,
17,
14,
11,
8,
2,
0,
-4,
-8,
-11,
-15,
-16,
-17,
-17,
-18,
-17,
-14,
-11,
-7,
-3,
1,
5,
8,
12,
14,
16,
17,
18,
18,
16,
14,
11,
7,
2,
-2,
-6,
-9,
-12,
-15,
-17,
-18,
-18,
-18,
-16,
-13,
-10,
-6,
-2,
3,
5,
9,
11,
14,
16,
17,
18,
18,
16,
13,
10,
6,
2,
-2,
-6,
-9,
-12,
-15,
-17,
-19,
-19,
-17,
-16,
-13,
-10,
-6,
-1,
2,
5,
10,
12,
15,
16,
17,
18,
18,
15,
13,
9,
5,
1,
-2,
-7,
-10,
-12,
-15,
-17,
-18,
-18,
-18,
-16,
-13,
-10,
-5,
-1,
3,
7,
10,
12,
15,
18,
17,
18,
17,
15,
13,
9,
4,
1,
-3,
-7,
-11,
-13,
-16,
-17,
-18,
-18,
-17,
-14,
-12,
-8,
-5,
0,
3,
8,
10,
13,
15,
17,
18,
17,
17,
15,
12,
7,
3,
0,
-4,
-7,
-11,
-14,
-17,
-17,
-18,
-18,
-16,
-15,
-12,
-9,
-3,
1,
4,
7,
10,
13,
16,
16,
18,
18,
17,
14,
11,
7,
3,
-1,
-5,
-7,
-11,
-15,
-16,
-18,
-19,
-19,
-17,
-14,
-12,
-8,
-3,
1,
4,
7,
12,
14,
16,
18,
18,
18,
16,
14,
11,
6,
3,
-2,
-5,
-9,
-12,
-15,
-16,
-18,
-19,
-18,
-17,
-14,
-10,
-7,
-3,
2,
5,
8,
12,
14,
15,
18,
18,
17,
16,
14,
10,
6,
2,
-2,
-6,
-8,
-12,
-15,
-17,
-18,
-18,
-18,
-17,
-14,
-10,
-6,
-2,
2,
6,
9,
11,
15,
16,
17,
18,
17,
15,
13,
10,
5,
1,
-3,
-6,
-10,
-13,
-15,
-17,
-18,
-18,
-18,
-16,
-13,
-9,
-6,
-1,
2,
7,
10,
12,
15,
17,
18,
18,
18,
15,
13,
9,
5,
1,
-3,
-7,
-11,
-13,
-16,
-16,
-18,
-18,
-17,
-15,
-13,
-9,
-4,
-1,
3,
6,
10,
12,
15,
17,
17,
18,
17,
15,
11,
8,
4,
0,
-4,
-7,
-11,
-14,
-16,
-18,
-19,
-18,
-18,
-15,
-13,
-8,
-4,
0,
3,
7,
10,
13,
15,
18,
18,
18,
17,
15,
12,
7,
3,
-1,
-4,
-8,
-12,
-15,
-17,
-17,
-18,
-18,
-17,
-15,
-12,
-7,
-4,
1,
3,
9,
11,
14,
15,
17,
18,
18,
17,
14,
11,
7,
3,
-1,
-5,
-8,
-12,
-14,
-17,
-17,
-18,
-18,
-17,
-14,
-11,
-6,
-3,
1,
5,
8,
12,
14,
16,
17,
18,
18,
16,
14,
10,
7,
2,
-2,
-6,
-10,
-12,
-15,
-17,
-18,
-19,
-19,
-17,
-14,
-10,
-7,
-2,
1,
6,
8,
12,
14,
16,
19,
18,
17,
16,
13,
10,
6,
1,
-2,
-5,
-10,
-13,
-14,
-17,
-18,
-18,
-18,
-16,
-13,
